jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|kw_energy_consumption:n,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[10]:window=1000:field=kw_energy_consumption,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[10]:window=1000:field=kw_energy_consumption, 
1001,  1559,  completed,  eof,  2016-02-17 08:18:01,  2016-02-17 08:18:42,  41,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.60500121966.modelParams|clParams|alpha_0.00317957089679.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.09744465135.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_56.modelParams|spParams|synPermInactiveDec_0.0775754931492,  4391,  None,  2.60500121966,  0.00317957089679,  10,  12,  1,  1.09744465135,  22,  56,  0.0775754931492,  7.63834036234,  21.8843554813, 
1001,  1560,  completed,  eof,  2016-02-17 08:18:03,  2016-02-17 08:18:44,  41,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.59120297039.modelParams|clParams|alpha_0.00745424376371.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_65.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.59120297039,  0.00745424376371,  9,  12,  1,  1,  22,  65,  0.1,  7.56126082186,  21.6635174478, 
1001,  1561,  completed,  eof,  2016-02-17 08:18:11,  2016-02-17 08:18:49,  38,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.47510634552.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.47510634552,  0.0001,  9,  12,  1,  1,  22,  28,  0.1,  8.71524338209,  24.9697545844, 
1001,  1562,  completed,  eof,  2016-02-17 08:18:34,  2016-02-17 08:19:17,  43,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.611328125.modelParams|clParams|alpha_0.0066559375.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_60.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.611328125,  0.0066559375,  9,  12,  1,  1,  22,  60,  0.1,  8.00219798207,  22.9268318724, 
1001,  1563,  completed,  eof,  2016-02-17 08:18:37,  2016-02-17 08:19:16,  39,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.611328125.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.611328125,  0.0001,  9,  12,  1,  1,  22,  28,  0.1,  10.5525534475,  30.2337706786, 
1001,  1564,  completed,  eof,  2016-02-17 08:18:39,  2016-02-17 08:19:23,  44,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.60758651509.modelParams|clParams|alpha_0.0200294222007.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.5.modelParams|sensorParams|encoders|kw_energy_consumption:n_84.modelParams|sensorParams|encoders|_classifierInput|n_120.modelParams|spParams|synPermInactiveDec_0.0875375,  4391,  None,  2.60758651509,  0.0200294222007,  9,  13,  2,  1.5,  84,  120,  0.0875375,  8.0750775288,  23.1356366431, 
1001,  1565,  completed,  eof,  2016-02-17 08:18:42,  2016-02-17 08:19:24,  42,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61357560252.modelParams|clParams|alpha_0.00381981854191.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.01000012939.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.0951945688631,  4391,  None,  2.61357560252,  0.00381981854191,  9,  12,  1,  1.01000012939,  22,  59,  0.0951945688631,  6.95318317763,  19.9213343694, 
1001,  1566,  completed,  eof,  2016-02-17 08:18:44,  2016-02-17 08:19:26,  42,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61568874452.modelParams|clParams|alpha_0.00651977516742.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.61568874452,  0.00651977516742,  9,  12,  1,  1,  22,  59,  0.1,  7.3142954389,  20.9559451251, 
1001,  1567,  completed,  eof,  2016-02-17 08:18:49,  2016-02-17 08:19:29,  40,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.60068105093.modelParams|clParams|alpha_0.00218414314542.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_36.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.60068105093,  0.00218414314542,  9,  12,  1,  1,  22,  36,  0.1,  9.40516967593,  26.9464395125, 
1001,  1568,  completed,  eof,  2016-02-17 08:19:16,  2016-02-17 08:19:58,  42,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.62758104273.modelParams|clParams|alpha_0.00615941813556.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.62758104273,  0.00615941813556,  9,  12,  1,  1,  22,  59,  0.1,  7.56821965769,  21.6834549774, 
1001,  1569,  completed,  eof,  2016-02-17 08:19:17,  2016-02-17 08:19:59,  42,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61873077367.modelParams|clParams|alpha_0.00638533736254.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.61873077367,  0.00638533736254,  9,  12,  1,  1,  22,  59,  0.1,  7.32505776581,  20.9867799108, 
1001,  1570,  completed,  eof,  2016-02-17 08:19:23,  2016-02-17 08:20:05,  42,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61873077367.modelParams|clParams|alpha_0.00440340968241.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_52.modelParams|spParams|synPermInactiveDec_0.1,  4391,  None,  2.61873077367,  0.00440340968241,  9,  12,  1,  1,  22,  52,  0.1,  7.57543120545,  21.7041165436, 
1001,  1571,  completed,  eof,  2016-02-17 08:19:24,  2016-02-17 08:20:03,  39,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61486122976.modelParams|clParams|alpha_0.00672807646802.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.02301859446.modelParams|sensorParams|encoders|kw_energy_consumption:n_33.modelParams|sensorParams|encoders|_classifierInput|n_57.modelParams|spParams|synPermInactiveDec_0.0951195733838,  4391,  None,  2.61486122976,  0.00672807646802,  9,  12,  1,  1.02301859446,  33,  57,  0.0951195733838,  9.59032097138,  27.4769103446, 
1001,  1572,  completed,  eof,  2016-02-17 08:19:26,  2016-02-17 08:20:09,  43,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61571919824.modelParams|clParams|alpha_0.0039798804532.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_60.modelParams|spParams|synPermInactiveDec_0.0995993377916,  4391,  None,  2.61571919824,  0.0039798804532,  9,  12,  1,  1,  22,  60,  0.0995993377916,  8.0086812213,  22.9454067859, 
1001,  1573,  completed,  eof,  2016-02-17 08:19:29,  2016-02-17 08:20:10,  41,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.62009853394.modelParams|clParams|alpha_0.00388512899341.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.00611530082.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_57.modelParams|spParams|synPermInactiveDec_0.0951008754494,  4391,  None,  2.62009853394,  0.00388512899341,  9,  12,  1,  1.00611530082,  22,  57,  0.0951008754494,  7.81854039423,  22.4006406124, 
1001,  1574,  completed,  eof,  2016-02-17 08:19:58,  2016-02-17 08:20:41,  43,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.76000708804.modelParams|clParams|alpha_0.00834884611885.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.0967143116287,  4391,  None,  2.76000708804,  0.00834884611885,  9,  12,  1,  1,  22,  59,  0.0967143116287,  7.51857708213,  21.5412256817, 
1001,  1575,  completed,  eof,  2016-02-17 08:19:59,  2016-02-17 08:20:40,  41,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61257161745.modelParams|clParams|alpha_0.00431974619815.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.00112661004.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_60.modelParams|spParams|synPermInactiveDec_0.0952096735147,  4391,  None,  2.61257161745,  0.00431974619815,  9,  12,  1,  1.00112661004,  22,  60,  0.0952096735147,  7.74624222881,  22.193501538, 
1001,  1576,  completed,  killed,  2016-02-17 08:20:03,  2016-02-17 08:20:41,  38,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61640572503.modelParams|clParams|alpha_0.0040362117318.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.00904498832.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.0950424574807,  4000,  None,  2.61640572503,  0.0040362117318,  9,  12,  1,  1.00904498832,  22,  59,  0.0950424574807,  6.60370394246,  18.3669889539, 
1001,  1577,  completed,  killed,  2016-02-17 08:20:05,  2016-02-17 08:20:41,  36,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61640572503.modelParams|clParams|alpha_0.00496028366692.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_66.modelParams|spParams|synPermInactiveDec_0.0957685037614,  3800,  None,  2.61640572503,  0.00496028366692,  9,  12,  1,  1,  22,  66,  0.0957685037614,  8.1840069272,  23.7312517099, 
1001,  1578,  completed,  killed,  2016-02-17 08:20:09,  2016-02-17 08:20:41,  32,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61707736771.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_35.modelParams|spParams|synPermInactiveDec_0.0981764347694,  3500,  None,  2.61707736771,  0.0001,  9,  12,  1,  1,  22,  35,  0.0981764347694,  11.6418107439,  34.5235095336, 
1001,  1579,  completed,  killed,  2016-02-17 08:20:10,  2016-02-17 08:20:41,  31,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61395298902.modelParams|clParams|alpha_0.00384114083295.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.00677493488.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.095160430425,  3150,  None,  2.61395298902,  0.00384114083295,  9,  12,  1,  1.00677493488,  22,  59,  0.095160430425,  7.73690629563,  24.107693852, 
1001,  1580,  completed,  killed,  2016-02-17 08:20:40,  2016-02-17 08:20:41,  1,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.61475344715.modelParams|clParams|alpha_0.00376777762002.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.01018051248.modelParams|sensorParams|encoders|kw_energy_consumption:n_22.modelParams|sensorParams|encoders|_classifierInput|n_59.modelParams|spParams|synPermInactiveDec_0.0950609546846,  50,  None,  2.61475344715,  0.00376777762002,  9,  12,  1,  1.01018051248,  22,  59,  0.0950609546846,  24.486792,  93.1233770679, 
